Марка и модель,Выигрышная ставка,Записей о продаже,VIN,Пробег,Дата аукциона,Двигатель,Кузов,Цвет,Топливо,Привод,Ключи,Состояние,Место продажи,Стоимость ремонта,Рыночная стоимость,Документы,Тип повреждения,Основное повреждение,Второстепенное повреждение,Коробка передач
2021 Toyota 4runner Sr5/sr5 Premium,$ 18 400 USD,1,JTENU5JR7M5921995,34 347 mi(подтвержден),13.05.2024 19:00 UTC,4.0l 6,,Черный,Бензин,4х4 с задним приводом,Ключи присутствуют,заводится и едет,"SACRAMENTO, CALIFORNIA",$ 33 015 USD,$ 35 650 USD,CA - SALVAGE CERTIFICATE,Столкновение,Повреждение передней части,,Автоматическая
2012 Chevrolet Traverse Lt,$ 775 USD,1,1GNKRGED8CJ400929,142 955 mi(подтвержден),13.05.2024 19:00 UTC,3.6l 6,4-дверный спорт,Серый,Бензин,передний привод,Ключи присутствуют,заводится и едет,"PHOENIX, ARIZONA",$ 9 323 USD,$ 5 650 USD,AZ - CERT OF TITLE - SALVAGE,Столкновение,Повреждение ходовой части,Повреждение передней части,Автоматическая
2014 Chevrolet Cruze Ls,$ 400 USD,1,1G1PA5SH7E7286691,231 072 mi(подтвержден),13.05.2024 19:00 UTC,1.8l 4,,Белый,Бензин,передний привод,Ключи присутствуют,заводится и едет,"PHOENIX, ARIZONA",$ 7 959 USD,$ 6 250 USD,AZ - CERT OF TITLE - SALVAGE,Столкновение,Повреждение передней части,Повреждение стороны,Автоматическая
2019 Mercedes-benz Cla 250,$ 2 300 USD,1,WDDSJ4EB9KN743727,39 819 mi(подтвержден),13.05.2024 19:00 UTC,2.0l 4,,Черный,Бензин,передний привод,Ключи присутствуют,улучшенные транспортные средства,"LOS ANGELES, CALIFORNIA",$ 24 751 USD,$ 24 850 USD,CA - SALVAGE CERTIFICATE,Столкновение,Опрокидывание/Перевертышь,,Автоматическая
2013 Dodge Challenger Sxt,$ 625 USD,1,2C3CDYAG1DH569750,245 376 mi(подтвержден),13.05.2024 19:00 UTC,3.6l 6,,Синий,Этанолосодержащий бензин,задний привод,,улучшенные транспортные средства,"MARTINEZ, CALIFORNIA",$ 0 USD,$ 11 775 USD,CA - SALVAGE CERTIFICATE,Столкновение,Повреждение передней части,,Автоматическая
2019 Gmc Yukon Sle,$ 7 000 USD,2,1GKS2AKC6KR110019,68 999 mi(подтвержден),13.05.2024 19:00 UTC,5.3l 8,,Серый,Бензин,4х4 с задним приводом,Ключи присутствуют,заводится и едет,"SACRAMENTO, CALIFORNIA",$ 0 USD,$ 32 850 USD,CA - SALVAGE CERTIFICATE,Столкновение,Повреждение передней части,,Автоматическая
2016 Chevrolet Camaro Ss,$ 6 700 USD,1,1G1FH1R76G0120008,37 330 mi,13.05.2024 19:00 UTC,6.2l 8,,Бордовый,Бензин,задний привод,Ключи присутствуют,улучшенные транспортные средства,"SACRAMENTO, CALIFORNIA",$ 31 745 USD,$ 24 350 USD,CA - SALVAGE CERTIFICATE,Столкновение,Повреждение передней части,,Автоматическая
2009 Hyundai Genesis 3.8l,$ 1 250 USD,1,KMHGC46E09U069112,136 301 mi(подтвержден),13.05.2024 19:00 UTC,3.8l 6,,Серебряный,Бензин,задний привод,Ключи присутствуют,заводится и едет,"PHOENIX, ARIZONA",$ 4 230 USD,$ 4 525 USD,AZ - CERT OF TITLE - SALVAGE,Столкновение,Повреждение передней части,,Автоматическая
2023 Toyota Camry Le,$ 9 100 USD,1,4T1C11BK8PU089524,27 290 mi(подтвержден),13.05.2024 19:00 UTC,2.5l 4,,Серебряный,Бензин,Полный привод,Ключи присутствуют,заводится и едет,"PHOENIX, ARIZONA",$ 24 826 USD,$ 27 500 USD,AZ - CERT OF TITLE - SALVAGE,Столкновение,Повреждение задней части,Повреждение передней части,Автоматическая
2004 Toyota Camry Le,$ 375 USD,1,4T1BF30K84U068289,206 773 mi(подтвержден),13.05.2024 19:00 UTC,3.0l 6,,Белый,Бензин,передний привод,Ключи присутствуют,заводится и едет,"SACRAMENTO, CALIFORNIA",$ 0 USD,$ 0 USD,CA - APP FOR DUP SALVAGE OR AC,Публичный коносамент,Повреждение стороны,Повреждение задней части,Автоматическая
2018 Mini Cooper,$ 1 650 USD,1,WMWXP5C51J2H28995,63 085 mi(подтвержден),13.05.2024 19:00 UTC,1.5l 3,,Оранжевый,Бензин,передний привод,Ключи присутствуют,двигатель запускается,"MARTINEZ, CALIFORNIA",$ 18 246 USD,$ 13 700 USD,CA - SALVAGE CERTIFICATE,Столкновение,Повреждение передней части,,Автоматическая
2014 Honda Accord Sport,$ 2 350 USD,4,1HGCR2F59EA146787,150 454 mi(подтвержден),13.05.2024 19:00 UTC,2.4l 4,4-дверный седан,Синий,Бензин,передний привод,Ключи присутствуют,заводится и едет,"SACRAMENTO, CALIFORNIA",$ 14 431 USD,$ 11 325 USD,CA - SALVAGE CERTIFICATE,Столкновение,Повреждение передней части,,Автоматическая
2017 Chevrolet Cruze Lt,$ 1 350 USD,5,1G1BE5SM1H7202493,141 520 mi(подтвержден),13.05.2024 19:00 UTC,1.4l 4,4-дверный седан,Угольный,Бензин,передний привод,Ключи присутствуют,двигатель запускается,"SACRAMENTO, CALIFORNIA",$ 0 USD,$ 11 050 USD,CA - CERT OF TITLE OR SALVAGE ACQ,Дилерские услуги Copart,Повреждение передней части,Повреждение ходовой части,Автоматическая
2013 Hyundai Sonata Se,$ 1 300 USD,2,5NPEC4AB0DH514993,192 067 mi(подтвержден),13.05.2024 19:00 UTC,2.0l 4,4-дверный седан,Красный,Бензин,передний привод,Ключи присутствуют,заводится и едет,"LOS ANGELES, CALIFORNIA",$ 0 USD,$ 6 275 USD,CA - CERT OF TITLE OR SALVAGE ACQ (P),Дилерские услуги Copart,Незначительная вмятина/царапины,,Автоматическая
2012 Dodge Ram 1500 St,$ 3 150 USD,1,1C6RD7KT8CS176130,72 662 mi(подтвержден),13.05.2024 14:00 UTC,5.7l 8,,Белый,Бензин,4х4 с задним приводом,Ключи присутствуют,заводится и едет,"COLUMBIA STATION, OHIO",$ 10 000 USD,$ 13 150 USD,OH - CERT OF TITLE-SALVAGE,Столкновение,Повреждение передней части,Повреждение стороны,Автоматическая
2015 Ram 2500 Slt,$ 9 900 USD,1,3C6UR5DL5FG682345,99 792 mi(подтвержден),13.05.2024 19:00 UTC,6.7l 6,,Черный,Дизель,4х4 с задним приводом,Ключи присутствуют,заводится и едет,"PHOENIX, ARIZONA",$ 31 907 USD,$ 32 400 USD,AZ - CERT OF TITLE - SALVAGE,Столкновение,Повреждение задней части,Повреждение передней части,Автоматическая
2005 Lexus Es 330,$ 675 USD,1,JTHBA30G655094365,209 521 mi(подтвержден),13.05.2024 19:00 UTC,3.3l 6,,Бирюзовый,Бензин,передний привод,Ключи присутствуют,заводится и едет,"PHOENIX, ARIZONA",$ 7 182 USD,$ 5 650 USD,AZ - CERT OF TITLE - SALVAGE,Материальный ущерб,Повреждение задней части,Повреждение передней части,Автоматическая
2013 Chevrolet Spark Ls,$ 1 300 USD,1,KL8CA6S97DC618616,139 128 mi(подтвержден),13.05.2024 19:00 UTC,1.2l 4,,Белый,Бензин,передний привод,,улучшенные транспортные средства,"PHOENIX, ARIZONA",$ 5 629 USD,$ 5 675 USD,AZ - CERT OF TITLE - SALVAGE,Столкновение,Повреждение передней части,Повреждение стороны,Механическая
2017 Nissan Sentra S,$ 1 650 USD,2,3N1AB7AP0HY259952,138 824 mi(подтвержден),13.05.2024 19:00 UTC,1.8l 4,,Красный,Бензин,передний привод,Ключи присутствуют,заводится и едет,"PHOENIX, ARIZONA",$ 11 250 USD,$ 9 750 USD,AZ - CERT OF TITLE - SALVAGE,Столкновение,Повреждение передней части,,Автоматическая
2005 Toyota Avalon Xl,$ 575 USD,2,4T1BK36B75U021324,131 577 mi(подтвержден),13.05.2024 19:00 UTC,3.5l 6,,Белый,Бензин,передний привод,Ключи присутствуют,заводится и едет,"LOS ANGELES, CALIFORNIA",$ 5 038 USD,$ 6 200 USD,CA - SALVAGE CERTIFICATE,Столкновение,Повреждение передней части,Повреждение задней части,Автоматическая
2021 Nissan Sentra Sv,$ 2 750 USD,2,3N1AB8CV3MY315913,18 743 mi(подтвержден),13.05.2024 19:00 UTC,2.0l 4,,Бордовый,Бензин,передний привод,Ключи присутствуют,двигатель запускается,"PHOENIX, ARIZONA",$ 0 USD,$ 22 500 USD,AZ - CERT OF TITLE - SALVAGE,Столкновение,Повреждение передней части,,Автоматическая
2013 Kia Optima Sx,$ 1 250 USD,1,5XXGR4A63DG124041,214 575 mi(подтвержден),13.05.2024 19:00 UTC,2.0l 4,,Серый,Бензин,передний привод,Ключи присутствуют,заводится и едет,"SACRAMENTO, CALIFORNIA",$ 0 USD,$ 8 300 USD,CA - SALVAGE CERTIFICATE,Неизвестно,Повреждение передней части,,Автоматическая
2013 Infiniti Jx35,$ 1 700 USD,2,5N1AL0MMXDC336022,134 492 mi,13.05.2024 19:00 UTC,3.5l 6,,Черный,Бензин,Полный привод,Ключи присутствуют,заводится и едет,"PHOENIX, ARIZONA",$ 11 294 USD,$ 8 900 USD,AZ - CERT OF TITLE - SALVAGE,Столкновение,Повреждение передней части,,Автоматическая
2024 Nissan Pathfinder Rock Creek,$ 19 600 USD,2,5N1DR3BD8RC202469,2 909 mi(подтвержден),13.05.2024 19:00 UTC,3.5l 6,,Белый,Бензин,4х4 с передним приводом,Ключи присутствуют,заводится и едет,"LOS ANGELES, CALIFORNIA",$ 0 USD,$ 0 USD,CA - SALVAGE CERTIFICATE,Столкновение,Повреждение передней части,Повреждение задней части,Автоматическая
2018 Mazda Mx-5 Miata Grand Touring,$ 6 300 USD,2,JM1NDAM7XJ0200148,37 554 mi(подтвержден),13.05.2024 19:00 UTC,2.0l 4,,Белый,Бензин,задний привод,Ключи присутствуют,заводится и едет,"SACRAMENTO, CALIFORNIA",$ 14 316 USD,$ 21 525 USD,CA - SALVAGE CERTIFICATE,Столкновение,Повреждение задней части,Повреждение ходовой части,Автоматическая
2018 Lexus Rc 350,$ 9 100 USD,2,JTHHZ5BC9J5018268,20 251 mi(подтвержден),13.05.2024 19:00 UTC,3.5l 6,,Черный,Бензин,задний привод,Ключи присутствуют,заводится и едет,"SACRAMENTO, CALIFORNIA",$ 25 100 USD,$ 33 300 USD,CA - SALVAGE CERTIFICATE,Столкновение,Повреждение передней части,,Автоматическая
2007 Toyota Camry Ce,$ 625 USD,2,4T1BE46K97U053501,204 261 mi(подтвержден),13.05.2024 19:00 UTC,2.4l 4,4-дверный седан,Желто-коричневый,Бензин,передний привод,Ключи присутствуют,заводится и едет,"SACRAMENTO, CALIFORNIA",$ 0 USD,$ 7 500 USD,CA - SALVAGE CERTIFICATE,Столкновение,Повреждение задней части,,Автоматическая
2022 Chevrolet Silverado K2500 Custom,$ 24 900 USD,4,2GC4YMEY6N1211330,67 016 mi(подтвержден),13.05.2024 17:00 UTC,6.6l 8,,Черный,Дизель,4х4 с задним приводом,Ключи присутствуют,заводится и едет,"GRAND PRAIRIE, TEXAS",$ 0 USD,$ 0 USD,TX - CERTIFICATE OF TITLE (P),Дилерские услуги Copart,Повреждение стороны,Повреждение задней части,Автоматическая
2016 Buick Verano,$ 800 USD,6,1G4PP5SK3G4109086,,13.05.2024 19:00 UTC,2.4l 4,4-дверный седан,Белый,Этанолосодержащий бензин,передний привод,,улучшенные транспортные средства,"PHOENIX, ARIZONA",$ 0 USD,$ 9 500 USD,AZ - CERTIFICATE OF TITLE,Дилерские услуги Copart,Нормальный износ,,Автоматическая
2019 Honda Civic Ex,$ 7 700 USD,1,SHHFK7H6XKU407204,49 318 mi(подтвержден),13.05.2024 19:00 UTC,1.5l 4,,Красный,Бензин,передний привод,Ключи присутствуют,заводится и едет,"SACRAMENTO, CALIFORNIA",$ 16 016 USD,$ 21 225 USD,CA - SALVAGE CERTIFICATE,Столкновение,Повреждение передней части,,Автоматическая
2016 Nissan Sentra S,$ 4 050 USD,2,3N1AB7AP7GY300155,45 330 mi(подтвержден),13.05.2024 19:00 UTC,1.8l 4,4-дверный седан,Серебряный,Бензин,передний привод,Ключи присутствуют,заводится и едет,"SACRAMENTO, CALIFORNIA",$ 0 USD,$ 9 325 USD,CA - CERT OF TITLE-SALVAGED,Дилерские услуги Copart,Повреждение задней части,Повреждение передней части,Автоматическая
